id,code,name,is985,is211,areaCode,areaName,type,typeName,ranking,phoneNo,officialWebsite,maleProportion,femaleProportion,descr,smallImgUrl,bigImgUrl,address,isAd,isTop,isGraduate,isCivilianrun,isIndependent,superior,superiorName,genre,genreName,summary,updateTime,status,isVip,zydm,zydh,zymc,zsjh,sxkm,zxkm,zxkmmc,zyzdh,zyzmc
7219,11562,兰州文理学院,,,620000,甘肃省,1,综合,7219,0931-8685536,www.luas.edu.cn,,,"""兰州文理学院（Lanzhou University of Arts and Science）位于甘肃兰州，是一所省属全日制普通本科院校。其前身甘肃教育学院和甘肃联合大学分别创办于1950年和1985年，2001年7月，两校合并组建新的甘肃联合大学。2013年4月，经教育部同意，在甘肃联合大学基础上建立兰州文理学院。截止2016年3月，校园占地面积1300余亩，校舍建筑面积33万平方米，有全日制在校生10000余人，教职工800余人，教学科研仪器设备总值7700万元，图书馆藏书100余万册。""",/photo/edu/logo/1614.png,/photo/edu/university/1614pic.png,甘肃省兰州市城关区雁北路400号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
7302,10748,青海民族大学,,,630000,青海省,12,民族,7302,0971-8808501,zhaosheng.qhmu.edu.cn,55,45,"""青海民族大学（Qinghai Nationalities University）是青藏高原建立最早的高校，是新中国建校最早的民族院校之一，是全国首批获得硕士学位授予权单位，是青海省人民政府与国家民委共建高校，入选国家“中西部高校基础能力建设工程”。学校创建于1949年12月，历经青海省青年干部训练班、青海省人民公学、青海省民族公学、青海民族学院等办学阶段。2002年、2005年青海师范高等专科学校和西宁铁路司机学校先后并入青海民族学院。2009年4月更名为青海民族大学。2012年，教育部确定天津大学对口支援青海民族大学。据2017年3月官网资料显示，学校占地面积949.5亩，建筑面积27万平方米，固定资产4.2亿元；设有21个学院、3个直属教学系部，58个本科专业；有专任教师685人，在校生12723名，与天津大学联合招生培养博士生20名，有硕士研究生1393名。""",/photo/edu/logo/563.png,/photo/edu/university/563pic.png,青海省西宁市八一中路3号,,,,,,3,地方,0,公办院校,,2021-06-18T17:50:17,1,,,,,,,,,,
7303,10746,青海师范大学,,,630000,青海省,6,师范,7303,0971-6318787,zsb.qhnu.edu.cn,49,51,"""青海师范大学（Qinghai Normal University）建于1956年，学校以本科教育为重点，兼有研究生教育、留学生教育、成人教育和职业教育，学科专业覆盖文学、理学、历史学、教育学、哲学、经济学、法学、工学、管理学等9大门类。学校是博士学位授予单位、西部地区理科藏汉双语教师培养培训重点院校、全国培养高水平运动员试点院校、国家社会体育指导员培训基地、全国汉语言水平测试（HSK）主考单位、CALIS青海省文献信息服务中心、中国教育和科研计算机网络青海省主节点院校，全国50所毕业生就业典型经验高校之一，具有推荐优秀应届本科毕业生免试攻读硕士学位研究生资格。2014年12月，入选卓越教师培养计划。学校共有校本部、新校区及成都校区等三个校区，其中新校区占地面积1300多亩。学校设有17个学院，24个研究机构和3所附属中学。有3个一级学科博士学位授权点，11个一级学科硕士学位授权点，5个专业硕士学位授权点，62个本科专业，在校学生15000多人，现有教职工1207人，各类专业技术人员992人。""",/photo/edu/logo/562.png,/photo/edu/university/562pic.png,青海省西宁市城北区海湖大道延长段38号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
7401,11407,北方民族大学,,,640000,宁夏回族自治区,12,民族,7401,0951-2066335 2066992,www.nun.edu.cn,58,42,"""北方民族大学位于宁夏回族自治区首府银川市西夏区，直属国家民族事务委员会，是中国唯一一所建立在少数民族自治区的部属综合性高校。学校始建于1984年，其前身是西北第二民族学院，2004年国家民委与宁夏回族自治区签署共建协议，2007年在教育部本科教学工作水平评估中获得优秀，2008年5月经教育部批准更名为北方民族大学，由国家民委、教育部和宁夏区共建。由合肥工业大学对口支援北方民族大学。截至2013年，学校总占地面积1624亩，校舍总建筑面积40万平方米。固定资产8.4亿元，其中教学科研仪器设备总值超过2亿元；图书馆馆藏纸质图书124万册。设有21个教学院和6个研究所。共有63个本科专业，6个一级学科硕士点，28个二级学科硕士点和工程硕士1个专业学位硕士点。本科专业涵盖经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学10个学科门类。学校面向31个省市自治区招生，有56个民族1.8万余名全日制在校生在校共同学习、生活。学校曾多次荣获自治区“民族团结进步先进集体”称号，全国绿化委员会授予“全国部门绿化400佳单位”荣誉称号，并被银川市人民政府命名为“花园式单位”。""",/photo/edu/logo/694.png,/photo/edu/university/694pic.png,宁夏银川市西夏区文昌北街204号,,,,,,2,其它部委,0,公办院校,,2020-07-21T21:28:49,1,,,,,,,,,,
7402,10749,宁夏大学,,1,640000,宁夏回族自治区,1,综合,7402,0951-2061897 2061777 2061778,zs.nxu.edu.cn,57,43,"""宁夏大学（Ningxia University），简称“宁大”，学校坐落于贺兰山下有着“塞上湖城”美誉的历史文化名城银川市，是教育部与宁夏回族自治区人民政府共建的以文、理、工、农为主体的综合性大学，国家“211工程”重点建设大学，“中西部高校综合实力提升工程”高校，是国家“卓越工程师教育培养计划”、“卓越农林人才教育培养计划”“国家大学生创新性实验计划”和“国家建设高水平大学公派研究生项目”实施高校，是国家教育部首批批准的招收留学生和中国政府奖学金来华留学生培养高校。学校占地面积2938亩，教学实验农场1695亩。在校教职工2677人。面向28个省、自治区、直辖市招生，现有全日制普通本、专科在校生16000余人，研究生3300余人，少数民族预科生2489人，在校留学生近400人，成人高等学历教育在籍学生20000余人。学校现有77个本科专业。有1个国家重点学科、1个国家重点（培育）学科，18个自治区重点学科，7个“211工程”重点建设学科、1个“211工程”重点培育学科，5个一级学科博士点、26个二级学科博士点，26个一级学科硕士点、163个二级学科硕士点，8个专业硕士学位授权点。有民族学、水利工程、草学3个博士后科研流动站。设有能源化工、设施农业、生物技术、生态恢复、土建与水利工程、草畜产业等11个自治区院士工作站。""",/photo/edu/logo/564.png,/photo/edu/university/564pic.png,宁夏银川市西夏区贺兰山西路489号,,2,,,,3,地方,0,公办院校,,2021-06-18T17:50:17,1,,,,,,,,,,
7501,10755,新疆大学,,1,650000,新疆维吾尔自治区,1,综合,7501,0991-8585671,welcome.xju.edu.cn,40,60,"""新疆大学（Xinjiang University），简称“新大”，位于新疆维吾尔自治区首府乌鲁木齐，是1978年确定的全国重点大学，国家“211工程”建设高校、国家西部大开发重点建设高校、中西部高校基础能力建设工程高校、“、”卓越工程师教育培养计划“、”卓越法律人才教育培养计划“、教育部与新疆维吾尔自治区人民政府共建高校，“中西部高校联盟”成员。新疆大学前身是创办于1924年的新疆俄文法政专门学校。1935年1月改建为新疆学院，1960年10月1日，正式成立新疆大学，1978年被国务院确定为新疆唯一的全国重点大学，1997年被列入国家“211工程”重点建设高校，2000年被确定为国家西部大开发重点建设高校。2000年12月30日，新疆大学与原新疆工学院合并组建新的新疆大学。2004年，学校成为新疆维吾尔自治区人民政府、教育部“区部共建”高校。新疆大学是“中国—中亚国家大学联盟”发起高校及成员。截至2016年9月，现有校本部、北校区、南校区三个校区，占地面积约4363亩；在校生36684人，其中全日制本科生20518人，成人本专科生9237人，全日制硕士研究生4778人，博士研究生418人，非全日制专业学位研究生993人，留学生740人。""",/photo/edu/logo/566.png,/photo/edu/university/566pic.png,乌鲁木齐市胜利路666号,,3,,,,3,地方,0,公办院校,,2021-06-18T17:50:17,1,,,,,,,,,,
7502,10762,新疆师范大学,,,650000,新疆维吾尔自治区,6,师范,7502,0991-4332596,https://zhaosheng.xjnu.edu.cn,30,70,"""新疆师范大学（Xinjiang Normal University）位于新疆维吾尔自治区乌鲁木齐市，是“中西部高校基础能力建设工程高校”之一，为上海合作组织大学、教育部首批来华留学示范基地院校，由华东师范大学 和吉林大学等内地高校共同承担对口支援新疆师范大学。新疆师范大学成立于1978年12月28日。其前身为1906年成立的乌鲁木齐市第一师范学校和1972年成立的新疆教师培训部。1993年，教育部授权该校开始招收硕士研究生，2003年，授权招收专业硕士研究生。根据2017年2月学校官网信息显示，学校有三个校区：昆仑校区、文光校区和温泉校区，校园总占地面积3181亩，其中温泉校区为2519亩；有23个学院，本科招生专业58个，有3个一级学科博士点，16个二级学科博士点，16个一级学科硕士点，96个二级学科硕士点，5个专业硕士学位点；有教职工2114人，各级各类学生26877人，其中普通本专科生15585人、硕士研究生2708人。""",/photo/edu/logo/569.png,/photo/edu/university/569pic.png,新疆乌鲁木齐市新医路102号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
7503,10758,新疆农业大学,,,650000,新疆维吾尔自治区,3,农业,7503,0991-8763007,www.xjau.edu.cn,45,55,"""新疆农业大学是自治区重点建设的一所农业高等院校，前身为新疆八一农学院，是经毛主席和中央军委同意，由王震将军于1952年创建的本科高校。1995年4月21日经原国家教委批准，更名为新疆农业大学。2006年本科教学工作水平评估优秀。新疆农业大学是国家林业局与自治区人民政府共建高校；中西部高校基础能力建设工程高校；国家""""""""""特色重点学科项目""""""""""高校；国家首批卓越农林人才教育培养计划改革试点高校；教育部卓越工程师教育培养计划高校；“国家建设高水平大学公派研究生项目”入选高校。由南京农业大学、北京林业大学、河海大学对口支援新疆农业大学 。截至2017年4月，学校设有19个学院、2个教学部，建有6个博士后科研流动工作站、6个一级学科博士学位授权点、18个一级学科硕士学位授权点、7个专业学位硕士授权点，62个本科专业。拥有专任教师972人，各类在册学生27600余人。""",/photo/edu/logo/567.png,/photo/edu/university/567pic.png,乌鲁木齐市农大东路311号,,,,,,3,地方,0,公办院校,,2020-08-13T14:30:23,1,,,,,,,,,,
7505,10766,新疆财经大学,,,650000,新疆维吾尔自治区,8,财经,7505,0991-7804693,www.xjufe.edu.cn,25,75,"""新疆财经大学，是新疆唯一一所财经类高等学府，也是新疆维吾尔自治区重点建设的五所高校之一。学校坐落在新疆首府乌鲁木齐市风景秀丽的北京路上，南、北两个校区总面积近62万平方米。由上海财经大学、中国人民大学对口支援新疆财经大学。 学校的前身是1950年成立的新疆省人民政府干部学校，1959年升格为新疆财经学院；2000年，原新疆财经学院、新疆经济管理干部学院、新疆财政学校含新疆税务学校合并成立新的新疆财经学院。2007年，正式更名为新疆财经大学。截止2015年11月，学校各类在校生2.6万余人，其中博士研究生14人，硕士研究生1793人，全日制本科生16856人，成人本专科生7175人，外国留学生274人。在职教职工1317人，其中专任教师819人，副高以上职称教师占专任教师的47.86%，专任教师中博士175人，硕士432人，硕士以上学历教师占专任教师的74.11%。""",/photo/edu/logo/571.png,/photo/edu/university/571pic.png,新疆乌鲁木齐市北京中路449号,,,,,,3,地方,0,公办院校,,2020-07-21T21:28:49,1,,,,,,,,,,
7507,10997,昌吉学院,,,650000,新疆维吾尔自治区,6,师范,7507,0994-2337793,www.cjc.edu.cn,23,77,"""昌吉学院坐落在新疆维吾尔自治区昌吉市，是区属普通高等学校。前身是成立于1959年的昌吉师范学校，2001年5月升格为昌吉学院。由南京大学、中国人民大学、山东大学、吉林大学对口支援昌吉学院。学院有南、北两个校区，占地面积800余亩，各类建筑面积20万平方米。有包括外国留学生在内的各类全日制在校生7200多人。""",/photo/edu/logo/629.png,/photo/edu/university/629pic.png,新疆昌吉市世纪大道9号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
7511,10759,石河子大学,,1,650000,新疆维吾尔自治区,1,综合,7511,0993-2092827,zsb.shzu.edu.cn,64,36,"""石河子大学位于被誉为戈壁明珠的新疆石河子市，是国家 “211工程”重点大学，是“中西部高校综合实力提升工程”（一省一校）高校和“中西部高校基础能力建设工程”高校，入选“2011计划”、""""""""""卓越医生教育培养计划""""""""""、""""""""""卓越工程师教育培养计划""""""""""、""""""""""卓越农林人才教育培养计划""""""""""，由教育部和新疆生产建设兵团共建，是国家西部重点建设十四所高校之一，“中西部高校联盟”成员。由北京大学、华中科技大学、华东理工大学、华中农业大学、重庆大学、江南大学、对外经济贸易大学、南京师范大学、华南农业大学对口支援石河子大学。学校现有经济、法、教育、文、历史、理、工、农、医、管理、艺术等11大学科门类。拥有5个一级学科博士学位授权点，涵盖25个二级学科博士学位授权点；23个一级学科硕士学位授权点，144个相关二级学科硕士学位授权点；9种硕士专业学位授权类别，84个本科专业，4个博士后流动站（科研工作站）。截至2016年4月27日，石河子大学校园面积182万平方米，校舍面积118万平方米，实验室面积15万平方米，绿化覆盖率43%；有附属医院4家；现有在校生40825人，其中普通本科生21697人，普通专科生1125人，国防生392人，硕士、博士研究生3332人。""",/photo/edu/logo/568.png,/photo/edu/university/568pic.png,新疆石河子市北四路,,2,,,,2,其它部委,0,公办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
7512,13561,新疆科技学院,,,650000,新疆维吾尔自治区,8,财经,8982,0996-8663107 8663108,www.xjust.edu.cn,,,,/photo/edu/logo/1852.png,/photo/edu/university/1852pic.png,新疆巴音郭楞蒙古自治州库尔勒市经济开发区金河路360号,,,,,1,3,地方,0,公办院校,,2021-06-15T11:09:59,1,,,,,,,,,,
7513,13558,新疆理工学院,,,650000,新疆维吾尔自治区,1,综合,8980,0997-2205566,www.xjit.edu.cn,,,,/photo/edu/logo/1853.png,/photo/edu/university/1853pic.png,新疆阿克苏市学府西路1号,,,,,1,3,地方,0,公办院校,,2020-07-24T00:12:44,1,,,,,,,,,,
7521,10764,伊犁师范大学,,,650000,新疆维吾尔自治区,6,师范,7521,0999-8137391,www.ylnu.edu.cn,41,59,"""伊犁师范学院是一所隶属新疆维吾尔自治区管理的普通高等师范学校，为江苏省、新疆维吾尔自治区、教育部共建院校，学院前身是1948年成立的新疆省立伊犁专科学校，以后曾先后更名为阿合买提江专科学校、伊犁师范学校。1980年5月，经国务院批准升格为全日制普通本科高等学校，定名伊犁师范学院，2017年学校拟更名“伊犁大学”。由东北师范大学对口支援伊犁师范学院。8月31日，江苏省人民政府、新疆维吾尔自治区人民政府和教育部联合印发《关于共建南京师范大学和伊犁师范学院的意见》（苏政发〔2015〕98号），标志着伊犁师范学院成为新一批省部共建高校。该校坐落在伊犁哈萨克自治州的首府伊宁市。截至2014年4月，该校拥有办学用地852亩，校办农场2000亩，校园绿化面积达60%以上。有教学用计算机1517台，教学科研仪器设备总值7717万元。图书馆总面积25000平方米，馆藏图书71.91万册。该校设有11个院（系），有普通本专科生9638人，其中本科生8750人，专科生888人；硕士研究生238人；成人本专科生4507人，其中成人本科生2197人，成人专科生2310人；每年学院承接各类培训3000人次；留学生136人次。面向25个省、自治区、直辖市招生，同时还常年招收留学生""",/photo/edu/logo/570.png,/photo/edu/university/570pic.png,伊宁市解放西路448号,,,,,,3,地方,0,公办院校,,2019-06-21T10:39:20,1,,,,,,,,,,
8001,11833,上海杉达学院,,,310000,上海市,8,财经,8001,021-50210897,www.sandau.edu.cn,,,,/photo/edu/logo/767.png,/photo/edu/university/767pic.png,上海市浦东金海路2727号,,,,1,,3,地方,2,民办院校,,2021-06-17T09:15:58,1,,,,,,,,,,
8002,12799,上海建桥学院,,,310000,上海市,1,综合,8002,021-58137880,www.gench.edu.cn,,,,/photo/edu/logo/924.png,/photo/edu/university/924pic.png,上海浦东新区沪城环路1111号,,,,1,,3,地方,2,民办院校,,2021-06-15T17:48:57,1,,,,,,,,,,
8003,12914,上海兴伟学院,,,310000,上海市,2,工科,8003,021-68020761,www.xingwei.edu.cn,,,,/photo/edu/logo/1498.png,/photo/edu/university/1498pic.png,上海市浦东新区惠南镇城南路1635号,,,,1,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8004,13632,上海视觉艺术学院,,,310000,上海市,11,艺术,8004,021-67823033 67823034,www.siva.edu.cn,,,,/photo/edu/logo/1219.png,/photo/edu/university/1219pic.png,上海市松江区文翔路2200号,,,,1,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8005,13636,上海外国语大学贤达经济人文学院,,,310000,上海市,8,财经,8005,021-51278025 51278024,zhaoban.xdsisu.edu.cn,,,,/photo/edu/logo/1701.png,/photo/edu/university/1701pic.png,上海市虹口区东体育会路390号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8006,13893,上海师范大学天华学院,,,310000,上海市,1,综合,8006,021-39966101 39966020,www.sthu.cn,,,,/photo/edu/logo/1702.png,/photo/edu/university/1702pic.png,上海市嘉定区胜辛北路1661号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8023,12587,上海立达学院,,,310000,上海市,1,综合,8023,021-57803530 57803531 57800622,www.lidapoly.edu.cn,,,,/photo/edu/logo/852.png,/photo/edu/university/852pic.png,上海市松江区车亭公路1788号,,,,1,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8029,12915,上海中侨职业技术大学,,,310000,上海市,1,综合,8027,021-31616077 31616088 31616099,www.shzq.edu.cn,,,,/photo/edu/logo/976.png,/photo/edu/university/976pic.png,上海市金山区漕廊公路3888号,,,,1,,3,地方,2,民办院校,,2021-06-12T23:20:06,1,,,,,,,,,,
8030,10876,浙江万里学院,,,330000,浙江省,2,工科,8030,0574-88222066 88222065,zsw.zwu.edu.cn,,,,/photo/edu/logo/610.png,/photo/edu/university/610pic.png,浙江宁波高教园区钱湖南路8号,,,,,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8031,11842,浙江树人学院,,,330000,浙江省,2,工科,8031,0571-88297000,www.zjsru.edu.cn,,,,/photo/edu/logo/772.png,/photo/edu/university/772pic.png,杭州市舟山东路19号,,,,1,,3,地方,2,民办院校,,2020-08-13T14:30:23,1,,,,,,,,,,
8032,12792,浙江越秀外国语学院,,,330000,浙江省,7,语言,8032,0575-88343002 88343003,zs.zyufl.edu.cn,,,,/photo/edu/logo/921.png,/photo/edu/university/921pic.png,浙江绍兴市越城区会稽路428号(稽山校区)；群贤中路2801号(镜湖校区),,,,1,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8033,13001,宁波财经学院,,,330000,浙江省,2,工科,8033,0574-88052238 88052239,www.nbdhyu.edu.cn/zsb,,,,/photo/edu/logo/1009.png,/photo/edu/university/1009pic.png,浙江省宁波市海曙区学院路899号,,,,1,,3,地方,2,民办院校,,2019-06-21T10:46:00,1,,,,,,,,,,
8036,13275,浙江工业大学之江学院,,,330000,浙江省,2,工科,8036,0575-81112699,www.zzjc.edu.cn,,,,/photo/edu/logo/1091.png,/photo/edu/university/1091pic.png,绍兴市柯桥区越州大道958号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8037,13276,浙江师范大学行知学院,,,330000,浙江省,1,综合,8037,0579-89109992,xzzs.zjxz.edu.cn,,,,/photo/edu/logo/1710.png,/photo/edu/university/1710pic.png,浙江省金华市兰溪市迎宾大道3388号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8038,13277,宁波大学科学技术学院,,,330000,浙江省,1,综合,8038,0574-87600018,zs.ndky.edu.cn,,,,/photo/edu/logo/1093.png,/photo/edu/university/1093pic.png,浙江省宁波市慈溪市白沙路街道文蔚路521号,,,,,1,3,地方,1,独立学院,,2021-06-22T12:02:04,1,,,,,,,,,,
8042,13283,浙江农林大学暨阳学院,,,330000,浙江省,4,林业,8042,0575-87760666,zs.zjyc.edu.cn,,,,/photo/edu/logo/1097.png,/photo/edu/university/1097pic.png,浙江绍兴诸暨市浦阳路77号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8046,13288,绍兴文理学院元培学院,,,330000,浙江省,6,师范,8046,0575-88345858,zsxx.ypc.edu.cn,,,,/photo/edu/logo/1712.png,/photo/edu/university/1712pic.png,浙江省绍兴市群贤中路2799号,,,,,1,3,地方,1,独立学院,,2020-07-21T21:28:49,1,,,,,,,,,,
8048,13290,浙江工商大学杭州商学院,,,330000,浙江省,8,财经,8048,0571-69936688,zs.zjhzcc.edu.cn,,,,/photo/edu/logo/1103.png,/photo/edu/university/1103pic.png,浙江省杭州市桐庐县环城南路66号,,,,,1,3,地方,1,独立学院,,2021-06-23T15:22:08,1,,,,,,,,,,
8051,13294,浙江财经大学东方学院,,,330000,浙江省,8,财经,8051,0571-87571556 87571558 87571500,zs.zufedfc.edu.cn,,,,/photo/edu/logo/1106.png,/photo/edu/university/1106pic.png,浙江省海宁市连杭经济开发区高新区仰山路2号,,,,,1,3,地方,1,独立学院,,2021-06-17T09:15:58,1,,,,,,,,,,
8052,13637,温州商学院,,,330000,浙江省,1,综合,8052,0577-86698888,zsw.wzbc.edu.cn,,,,/photo/edu/logo/1222.png,/photo/edu/university/1222pic.png,温州茶山高教园区,,,,,1,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8054,14207,上海财经大学浙江学院,,,330000,浙江省,8,财经,8054,0579-82166011,zs.shufe-zj.edu.cn,,,,/photo/edu/logo/1715.png,/photo/edu/university/1715pic.png,浙江省金华市环城南路99号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8077,13029,浙江广厦建设职业技术大学,,,330000,浙江省,2,工科,8076,0579-86668888,zs.guangshaxy.com,,,,/photo/edu/logo/1872.png,/photo/edu/university/1872pic.png,浙江省东阳市广福东街1号,,,,,,3,地方,2,民办院校,,2021-06-12T23:20:06,1,,,,,,,,,,
8080,10959,安徽三联学院,,,340000,安徽省,2,工科,8080,0551-63826339 63830736,www.slu.edu.cn,,,,/photo/edu/logo/624.png,/photo/edu/university/624pic.png,合肥市经济技术开发区合安路47号,,,,1,,3,地方,2,民办院校,,2020-07-21T21:28:49,1,,,,,,,,,,
8081,12216,安徽新华学院,,,340000,安徽省,2,工科,8081,0551-65872888,www.axhu.edu.cn,,,,/photo/edu/logo/808.png,/photo/edu/university/808pic.png,安徽省合肥市望江西路555号,,,,1,,3,地方,2,民办院校,,2021-06-17T09:15:58,1,,,,,,,,,,
8082,12810,安徽文达信息工程学院,,,340000,安徽省,2,工科,8082,0551-68583277,www.wenda.edu.cn,,,,/photo/edu/logo/943.png,/photo/edu/university/943pic.png,安徽省合肥市肥西县紫蓬山风景区森林大道3号,,,,1,,3,地方,2,民办院校,,2020-07-21T21:28:49,1,,,,,,,,,,
8083,13065,安徽外国语学院,,,340000,安徽省,7,语言,8083,0551-68589666 68589777 68589888,www.aisu.edu.cn/zsb,,,,/photo/edu/logo/1027.png,/photo/edu/university/1027pic.png,安徽省合肥市紫蓬山风景区森林大道2号,,,,1,,3,地方,2,民办院校,,2020-05-18T15:21:42,1,,,,,,,,,,
8084,13611,蚌埠工商学院,,,340000,安徽省,8,财经,8084,0552-2567986,acsxy.aufe.edu.cn,,,,/photo/edu/logo/1200.png,/photo/edu/university/1200pic.png,安徽省蚌埠市禹会区东海大道7100号,,,,,1,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8085,13612,安徽大学江淮学院,,,340000,安徽省,1,综合,8085,0551-65127392,zs.ahujhc.cn,,,,/photo/edu/logo/1201.png,/photo/edu/university/1201pic.png,合肥市史河路8号,,,,,1,3,地方,1,独立学院,,2018-06-24T11:46:39,1,,,,,,,,,,
8087,13614,马鞍山学院,,,340000,安徽省,2,工科,8087,0555-2900983,zs.masu.edu.cn,,,,/photo/edu/logo/1203.png,/photo/edu/university/1203pic.png,安徽省马鞍山市当涂县姑孰镇黄池路8号,,,,,1,3,地方,2,民办院校,,2021-06-16T17:11:20,1,,,,,,,,,,
8088,13615,合肥城市学院,,,340000,安徽省,2,工科,8088,0551-88569188,www.ajduc.edu.cn,,,,/photo/edu/logo/1204.png,/photo/edu/university/1204pic.png,合肥市黄麓科教园书香路1号（滨湖校区）；合肥市北城金岗大道88号（北城校区）,,,,,1,3,地方,2,民办院校,,2021-06-17T17:11:39,1,,,,,,,,,,
8090,13617,安徽师范大学皖江学院,,,340000,安徽省,6,师范,8090,0553-5771509,wjcollege.ahnu.edu.cn,,,,/photo/edu/logo/1717.png,/photo/edu/university/1717pic.png,芜湖市鸠江区九华北路171号,,,,,1,3,地方,1,独立学院,,2020-04-21T13:32:40,1,,,,,,,,,,
8092,13619,阜阳师范大学信息工程学院,,,340000,安徽省,1,综合,8092,0558-6688900 2595990 2593699 2595970,cie.fynu.edu.cn,,,,/photo/edu/logo/1718.png,/photo/edu/university/1718pic.png,阜阳市颍州区清河东路741号,,,,,1,3,地方,1,独立学院,,2021-06-15T11:09:59,1,,,,,,,,,,
8094,14203,皖江工学院,,,340000,安徽省,1,综合,8094,0555-5228888 5222222,www.wjut.edu.cn,,,,/photo/edu/logo/1400.png,/photo/edu/university/1400pic.png,马鞍山市雨山区霍里山大道333号，马鞍山市和县郑蒲港新区文天路6号,,,,,1,3,地方,2,民办院校,,2019-06-21T10:46:00,1,,,,,,,,,,
8120,12709,厦门华厦学院,,,350000,福建省,1,综合,8120,0592-6276222 6279222,zsb.hxxy.edu.cn,,,,/photo/edu/logo/1647.png,/photo/edu/university/1647pic.png,厦门市集美文教区天马路288号,,,,1,,3,地方,2,民办院校,,2020-07-21T21:28:49,1,,,,,,,,,,
8121,12710,闽南理工学院,,,350000,福建省,2,工科,8121,0595-83677777 86877777,www.mnust.edu.cn,,,,/photo/edu/logo/894.png,/photo/edu/university/894pic.png,福建省泉州市石狮宝盖风景区,,,,1,,3,地方,2,民办院校,,2020-04-21T13:32:40,1,,,,,,,,,,
8124,13115,厦门工学院,,,350000,福建省,2,工科,8124,0592-6667566,www.xit.edu.cn,,,,/photo/edu/logo/1059.png,/photo/edu/university/1059pic.png,厦门市集美区孙坂南路1251号,,,,1,1,3,地方,2,民办院校,,2021-06-23T15:22:08,1,,,,,,,,,,
8125,13468,阳光学院,,,350000,福建省,2,工科,8125,0591-83969606 83987731 83987762,www.ygu.edu.cn,,,,/photo/edu/logo/1519.png,/photo/edu/university/1519pic.png,福州市经济技术开发区(马尾)登龙路99号,,,,,1,3,地方,2,民办院校,,2020-05-11T15:53:30,1,,,,,,,,,,
8126,13469,厦门大学嘉庚学院,,,350000,福建省,1,综合,8126,0596-6288416,www.xujc.com,,,,/photo/edu/logo/1161.png,/photo/edu/university/1161pic.png,福建招商局漳州开发区厦门大学漳州校区嘉庚学院,,,,,1,3,地方,1,独立学院,,2020-07-21T21:28:49,1,,,,,,,,,,
8127,13470,福州大学至诚学院,,,350000,福建省,1,综合,8127,0591-87893368 18050178080,zsb.fdzcxy.edu.cn,,,,/photo/edu/logo/1162.png,/photo/edu/university/1162pic.png,福州市鼓楼区杨桥西路50号,,,,,1,3,地方,1,独立学院,,2020-08-13T14:30:23,1,,,,,,,,,,
8128,13471,集美大学诚毅学院,,,350000,福建省,1,综合,8128,0592-6182895 6183328 6181516,cyzsb.jmu.edu.cn,,,,/photo/edu/logo/1699.png,/photo/edu/university/1699pic.png,福建省厦门市集美区集美大道199号,,,,,1,3,地方,1,独立学院,,2021-06-22T12:02:04,1,,,,,,,,,,
8130,13762,福州外语外贸学院,,,350000,福建省,8,财经,8130,0591-83560666 83596666,www.fzfu.edu.cn/zsb,,,,/photo/edu/logo/1283.png,/photo/edu/university/1283pic.png,福州长乐区首占新区育环路28号,,,,1,,3,地方,2,民办院校,,2021-06-23T15:22:08,1,,,,,,,,,,
8132,11784,仰恩大学,,,350000,福建省,1,综合,8132,0595-059522091988、059522085622,web.yeu.edu.cn/zhaosheng,,,,/photo/edu/logo/1910.png,/photo/edu/university/1910pic.png,福建省泉州市洛江区马甲镇仰恩大学,,,,,,3,地方,2,民办院校,,2021-06-13T18:06:42,1,,,,,,,,,,
8170,10846,江西科技学院,,,360000,江西省,1,综合,8170,0791-88138888,zjc.jxut.edu.cn,,,,/photo/edu/logo/590.png,/photo/edu/university/590pic.png,江西省南昌市瑶湖高校园区紫阳大道115号,,,,1,,3,地方,2,民办院校,,2020-05-18T15:21:42,1,,,,,,,,,,
